Order Key,City Key,Customer Key,Stock Item Key,Order Date Key,Picked Date Key,Salesperson Key,Picker Key,WWI Order ID,WWI Backorder ID,Description,Package,Quantity,Unit Price,Tax Rate,Total Excluding Tax,Tax Amount,Total Including Tax,Lineage Key
954,38704,0,22,07-01-2013,07-01-2013,7,17,374,419,Black and orange this way up despatch tape  48mmx100m,Each,72,4.1,15,295.2,44.28,339.48,9
955,42573,0,175,07-01-2013,07-01-2013,15,17,375,419,Developer joke mug - there are 10 types of people in the world (Black),Each,8,13,15,104,15.6,119.6,9
956,42573,0,92,07-01-2013,07-01-2013,15,17,375,419,Plush shark slippers (Gray) L,Each,5,32,15,160,24,184,9
957,42573,0,36,07-01-2013,07-01-2013,15,17,375,419,Shipping carton (Brown) 305x305x305mm,Each,175,3.5,15,612.5,91.88,704.38,9
958,61710,0,57,07-01-2013,07-01-2013,19,17,376,419,32 mm Double sided bubble wrap 20m,Each,40,37,15,1480,222,1702,9
959,61710,0,37,07-01-2013,07-01-2013,19,17,376,419,Shipping carton (Brown) 480x270x320mm,Each,150,2.74,15,411,61.65,472.65,9
960,61710,0,96,07-01-2013,07-01-2013,19,17,376,419,Ogre battery-powered slippers (Green) L,Each,2,32,15,64,9.6,73.6,9
961,62500,298,65,07-01-2013,07-01-2013,21,17,377,419,Large sized bubblewrap roll 50m,Each,40,24,15,960,144,1104,9
962,62500,298,162,07-01-2013,07-01-2013,21,17,377,419,RC toy sedan car with remote control (Black) 1/50 scale,Each,9,25,15,225,33.75,258.75,9
963,62500,298,173,07-01-2013,07-01-2013,21,17,377,419,Developer joke mug - a foo walks into a bar (Black),Each,4,13,15,52,7.8,59.8,9
964,53304,149,136,07-01-2013,07-01-2013,19,17,378,419,"""The Gu"" red shirt XML tag t-shirt (White) 3XL",Each,24,18,15,432,64.8,496.8,9
965,53304,149,185,07-01-2013,07-01-2013,19,17,378,419,Developer joke mug - fun was unexpected at this time (Black),Each,1,13,15,13,1.95,14.95,9
966,53304,149,59,07-01-2013,07-01-2013,19,17,378,419,20 mm Double sided bubble wrap 50m,Each,50,108,15,5400,810,6210,9
967,39777,207,108,07-01-2013,07-01-2013,11,17,379,419,Superhero action jacket (Blue) L,Each,1,30,15,30,4.5,34.5,9
968,39777,207,4,07-01-2013,07-01-2013,11,17,379,419,Void fill 100 L bag (White) 100L,Each,50,12.5,15,625,93.75,718.75,9
969,39777,207,185,07-01-2013,07-01-2013,11,17,379,419,Developer joke mug - fun was unexpected at this time (Black),Each,7,13,15,91,13.65,104.65,9
970,39777,207,142,07-01-2013,07-01-2013,11,17,379,419,"""The Gu"" red shirt XML tag t-shirt (White) XS",Each,48,18,15,864,129.6,993.6,9
971,39777,207,31,07-01-2013,07-01-2013,11,17,379,419,Clear packaging tape 48mmx75m,Each,260,2.9,15,754,113.1,867.1,9
972,69264,0,20,07-01-2013,07-01-2013,12,17,380,419,Black and yellow heavy despatch tape 48mmx100m,Each,24,4.1,15,98.4,14.76,113.16,9
973,69264,0,166,07-01-2013,07-01-2013,12,17,380,419,IT joke mug - that behavior is by design (White),Each,6,13,15,78,11.7,89.7,9
974,69264,0,44,07-01-2013,07-01-2013,12,17,380,419,Bubblewrap dispenser (Red) 1.5m,Each,4,240,15,960,144,1104,9
975,69264,0,141,07-01-2013,07-01-2013,12,17,380,419,"""The Gu"" red shirt XML tag t-shirt (White) S",Each,72,18,15,1296,194.4,1490.4,9
976,56294,0,163,07-01-2013,07-01-2013,9,17,381,419,IT joke mug - hardware: part of the computer that can be kicked (Black),Each,9,13,15,117,17.55,134.55,9
977,56294,0,67,07-01-2013,07-01-2013,9,17,381,419,Small sized bubblewrap roll 10m,Each,90,4.5,15,405,60.75,465.75,9
978,56294,0,88,07-01-2013,07-01-2013,9,17,381,419,Furry gorilla with big eyes slippers (Black) L,Each,10,32,15,320,48,368,9
979,56294,0,20,07-01-2013,07-01-2013,9,17,381,419,Black and yellow heavy despatch tape 48mmx100m,Each,216,4.1,15,885.6,132.84,1018.44,9
980,56294,0,120,07-01-2013,07-01-2013,9,17,381,419,"""The Gu"" red shirt XML tag t-shirt (Black) 6XL",Each,48,18,15,864,129.6,993.6,9
981,63578,0,91,07-01-2013,07-01-2013,19,17,382,419,Plush shark slippers (Gray) XL,Each,5,32,15,160,24,184,9
982,63578,0,20,07-01-2013,07-01-2013,19,17,382,419,Black and yellow heavy despatch tape 48mmx100m,Each,192,4.1,15,787.2,118.08,905.28,9
983,63578,0,83,07-01-2013,07-01-2013,19,17,382,419,Animal with big feet slippers (Brown) XL,Each,5,32,15,160,24,184,9
984,63578,0,3,07-01-2013,07-01-2013,19,17,382,419,Void fill 200 L bag (White) 200L,Each,10,25,15,250,37.5,287.5,9
985,51573,336,61,07-01-2013,07-01-2013,8,17,383,419,20 mm Double sided bubble wrap 10m,Each,70,18,15,1260,189,1449,9
986,51573,336,162,07-01-2013,07-01-2013,8,17,383,419,RC toy sedan car with remote control (Black) 1/50 scale,Each,8,25,15,200,30,230,9
987,51573,336,93,07-01-2013,07-01-2013,8,17,383,419,Plush shark slippers (Gray) M,Each,4,32,15,128,19.2,147.2,9
988,51573,336,148,07-01-2013,07-01-2013,8,17,383,419,Ride on toy sedan car (Pink) 1/12 scale,Each,8,230,15,1840,276,2116,9
989,67391,356,218,07-01-2013,07-01-2013,21,17,384,419,USB rocket launcher (Gray),Each,1,25,15,25,3.75,28.75,9
990,67391,356,139,07-01-2013,07-01-2013,21,17,384,419,"""The Gu"" red shirt XML tag t-shirt (White) L",Each,12,18,15,216,32.4,248.4,9
991,74557,94,49,07-01-2013,07-01-2013,12,17,385,419,32 mm Anti static bubble wrap (Blue) 10m,Each,70,32,15,2240,336,2576,9
992,74557,94,50,07-01-2013,07-01-2013,12,17,385,419,20 mm Anti static bubble wrap (Blue) 50m,Each,30,102,15,3060,459,3519,9
993,58190,147,146,07-01-2013,07-01-2013,21,17,386,419,Ride on vintage American toy coupe (Black) 1/12 scale,Each,4,285,15,1140,171,1311,9
994,58190,147,46,07-01-2013,07-01-2013,21,17,386,419,Bubblewrap dispenser (Black) 1.5m,Each,10,240,15,2400,360,2760,9
995,56993,74,63,07-01-2013,07-01-2013,9,17,387,419,10 mm Double sided bubble wrap 20m,Each,10,30,15,300,45,345,9
996,56993,74,73,07-01-2013,07-01-2013,9,17,387,419,Halloween skull mask (Gray) M,Each,12,18,15,216,32.4,248.4,9
997,56993,74,10,07-01-2013,07-01-2013,9,17,387,419,Packing knife with metal insert blade (Yellow) 18mm,Each,25,2.4,15,60,9,69,9
998,56993,74,126,07-01-2013,07-01-2013,9,17,387,419,"""The Gu"" red shirt XML tag t-shirt (Black) L",Each,96,18,15,1728,259.2,1987.2,9
999,39667,322,179,07-01-2013,07-01-2013,19,17,388,419,"Developer joke mug - (hip, hip, array) (Black)",Each,6,13,15,78,11.7,89.7,9
1000,39667,322,101,07-01-2013,07-01-2013,19,17,388,419,Dinosaur battery-powered slippers (Green) M,Each,10,32,15,320,48,368,9
